"TIPO CONTRIBUYENTE","SECCIÓN","GRUPO","MeasuresLevel","2020/01 Enero","2020/02 Febrero","2020/03 Marzo","2020/04 Abril","2020/05 Mayo","2020/06 Junio","2020/07 Julio","2020/08 Agosto","2020/09 Septiembre","2020/10 Octubre","2020/11 Noviembre","2020/12 Diciembre","2021/01 Enero","2021/02 Febrero","2021/03 Marzo","2021/04 Abril","2021/05 Mayo","2021/06 Junio","2021/07 Julio","2021/08 Agosto","2021/09 Septiembre","2021/10 Octubre","2021/11 Noviembre","2021/12 Diciembre","2022/01 Enero","2022/02 Febrero","2022/03 Marzo","2022/04 Abril","2022/05 Mayo","2022/06 Junio","2022/07 Julio","2022/08 Agosto","2022/09 Septiembre","2022/10 Octubre","2022/11 Noviembre","2022/12 Diciembre","2023/01 Enero","2023/02 Febrero","2023/03 Marzo","2023/04 Abril","2023/05 Mayo","2023/06 Junio","2023/07 Julio","2023/08 Agosto","2023/09 Septiembre","2023/10 Octubre","2023/11 Noviembre","2023/12 Diciembre","2024/01 Enero","2024/02 Febrero","2024/03 Marzo","2024/04 Abril","2024/05 Mayo","2024/06 Junio","2024/07 Julio","2024/08 Agosto","2024/09 Septiembre","2024/10 Octubre","2024/11 Noviembre","2024/12 Diciembre","2025/01 Enero","2025/02 Febrero","2025/03 Marzo","2025/04 Abril","2025/05 Mayo","2025/06 Junio","2025/07 Julio","2025/08 Agosto","2025/09 Septiembre","2025/10 Octubre","2025/11 Noviembre","2025/12 Diciembre","2026/01 Enero"
"NO TIENE","B","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40130.2","277733.46","1542.76"
"NO TIENE","B","IMP MINERAS","VALOR EFECTIVO","23556.37","22780.26","40013.2","48863.39","51428.42","37992.65","17233.55","29614.37","33374.71","54036.92","35423.22","20730.74","48736.87","18670.63","37859.48","71238.57","69944.06","53168.79","22946.72","26613.24","97159.55","112889.81","46516.3","16280.35","50158.71","15648.59","231928.15","406680.52","23277.59","9364.38","57231.67","2767.2","38707.32","47401.02","14121.07","7028.7","2958.58","","51098.34","97172.82","8299.11","174.77","22400.64","","86953.95","51351.4","40547.79","5005.0","","4008.13","124967.78","324644.79","74835.51","3464.75","","2643.5","63385.51","12567.96","","6133.48","1918.96","2618.67","56602.86","289441.77","33190.23","31728.26","1550.68","64.22","58727.52","54359.9","890.8","","2700.0"
"NO TIENE","B","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","611432.81","132277.7","240221.86","777638.2","1.655825158E7","2565406.56","7238153.13","1688170.2","589769.98","503668.81","775386.97","397888.36","493052.51","708458.25","750230.14","1227457.23","2253262.67","689006.79","748458.0","718764.47","682303.49","765254.54","1783066.08","608613.8","519329.51","360068.62","392633.82","721393.34","2679667.46","713740.97","815098.96","936501.72","747066.89","653455.45","1060015.95","549067.18","562545.35","507484.4","561607.23","633418.64","1074514.85","744770.97","703992.36","648409.86","395780.05","486960.94","285343.15","330889.09","592040.53","297103.02","413832.12","197224.35","1755163.87","1.583438742E7","695808.27","684846.27","576578.97","673005.12","457670.24","428343.48","389396.57","287361.43","278341.13","867236.07","2802487.61","1486349.55","1090286.69","969488.41","1233145.61","1124546.1","455373.7","678180.53","486010.92"
"NO TIENE","B","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.48","","","",""
"NO TIENE","B","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","62483.08","50537.79","66241.05","84703.57","330079.03","376446.01","532615.94","573466.98","571546.8","554401.0","263991.73","59502.64","268495.67","181784.94","435614.84","250061.25","344539.79","110174.78","340601.59","199035.17","66467.74","178681.42","136395.08","241323.7","203281.42","181388.08","180620.13","294431.62","249944.52","73992.99","66640.14","98468.62","368897.26","281348.95","359069.22","117528.13","358301.6","209536.34","357235.13","268499.96","344199.59","134308.81","251346.25","155683.1","146641.87","138704.5","85580.89","145189.31","190496.19","136413.74","73230.7","166824.13","176690.45","84215.69","173098.67","82177.91","215539.49","54929.88","139908.5","102948.53","190187.8","158378.68","162058.66","326049.68","101535.76","139356.14","285601.91","114093.16","110208.58","346200.05","215580.63","266107.89","320295.98"
"NO TIENE","B","INTERESES TRIBUTARIOS","VALOR EFECTIVO","8770.55","10798.75","22390.02","67135.84","699195.82","190152.74","697050.17","209621.04","74448.05","68414.09","58009.59","47976.41","58024.59","24988.34","44088.32","160850.82","215697.53","40947.4","525726.82","133850.15","125274.09","127722.12","208832.34","48399.0","14626.78","8325.11","10437.75","14658.15","132868.64","39163.3","34726.61","40579.85","27084.23","24055.54","33417.51","40904.36","25196.72","16435.53","28715.56","18352.19","94725.46","44588.1","43009.74","54078.6","30594.64","40983.7","22752.88","22853.75","15395.67","27092.02","7036.54","15992.41","148602.1","1646942.3","105966.3","28740.78","28059.61","35575.16","23048.68","20141.92","15062.67","13166.03","15859.12","27190.2","192181.48","127051.79","114861.02","60299.84","58524.42","37245.97","25495.3","24180.8","18681.47"
"NO TIENE","B","MULTAS TRIBUTARIAS","VALOR EFECTIVO","135.71","417.46","2297.58","1566.49","3587.85","855.43","2586.37","215.21","11453.93","18491.76","20332.39","20385.59","38665.88","24409.86","31324.26","21289.79","6094.19","11684.42","7876.19","4564.67","2802.76","18894.66","1618.52","1551.16","4196.07","2780.84","5220.54","6961.82","5269.55","3676.43","6692.55","5251.29","16239.66","3125.9","3380.78","6748.43","1812.82","16047.84","2059.69","21595.19","87732.79","91023.44","78018.39","408.82","1691.88","115119.83","2048.62","2369.6","998.77","29.04","1118.79","2128.94","2746.96","465.37","319.39","458.64","1291.53","21852.31","8732.24","1175.18","1194.09","8302.52","3639.03","5085.02","2177.15","1732.2","2534.17","543.7","654.5","919.38","3621.0","765.04","1200.07"
"NO TIENE","B","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","120.0","1001.0","856.5","15000.0","","240.0","10240.0","28426.86","2520.0","540.0","120.0","5267.87","840.0","120.0","1130.0","300.0","2546.63","300.0","35101.98","109824.31","29053.87","57135.0","16665.79","4806.25","120.0","","20500.25","925.0","750.91","210.91","1902.53","1301.62","301.82","30.91","950.0","3469.91","1335.0","2211.62","1272.63","309.58","161.01","467.68","1364.16","289.44","179.68","627.93","329.68","761.3","281.3","119.68","179.68","1222.92","860.55","200.55","1814.21","2278.55","270.99","1799.79","1563.22","1104.55","15064.27","234.1","455.84","571.8","2144.87","1149.93","2361.93","601.43","1024.43","459.43","3022.43","3937.83","152.48"
"NO TIENE","B","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR EFECTIVO","1416.06","843.05","593.15","223.62","385.62","4107.23","1303.3","336.05","2807.78","761.46","1243.28","1592.0","957.66","691.88","2122.74","3077.01","451.49","265.82","289.36","1557.26","2354.27","1353.01","131.82","601.95","379.54","183.43","3238.38","67.57","60.03","19.55","161.7","436.88","80.02","37.34","94.53","659.44","","","44.75","1371.07","75.39","9.93","20.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","B","SALIDA DE DIVISAS","VALOR EFECTIVO","","","","","","","992.18","","","","1325.69","","680.28","376.21","378.87","125.0","","","","40355.82","","1878.49","1059.69","","","","","","","","","","","189.13","","","","","","","","","830.85","","","119776.85","","73327.55","2845.55","4174.3","4208.87","4239.36","27553.96","109988.37","","","","","","","","","","","1706.64","852.75","1463.67","","","","","",""
"NO TIENE","C","CONTRIBUCIONES","VALOR EFECTIVO","91198.39","34320.68","18225.6","278312.32","2495378.22","2570269.55","2444214.18","152752.76","56839.92","7238.32","2077.68","2403.72","1964.24","1940.42","178652.26","185465.67","1321075.79","1136725.67","1245481.83","57790.83","24918.21","123845.89","3298.2","8766.22","3167.22","","3807.01","794560.37","4135367.31","4008488.38","3731868.13","2459877.24","2400514.65","2352205.36","51425.23","18801.9","5986.79","25711.38","302.28","1118887.5","2245355.11","2364671.87","2360683.59","2416479.2","2436481.29","2381242.65","11148.43","14925.3","24483.69","8144.41","21922.86","1090436.42","46699.51","22555.89","224138.18","500.0","12224.41","6341.94","","","","270.8","15254.09","1693788.79","49422.07","19846.34","5827.99","33760.22","1837.52","4481.47","48635.35","1001.52","1017.16"
"NO TIENE","C","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261102.54","144152.61","21257.26"
"NO TIENE","C","IMP MINERAS","VALOR EFECTIVO","1700.31","1472.67","5490.71","1726.26","5219.72","1409.66","1419.96","1429.11","1439.94","1697.31","2113.49","3027.44","","1458.91","15049.95","7458.81","1605.87","","","","2335.58","","","","","","","2541.5","","","4218.02","","","","","","","","","9972.07","","","","","2972.86","","17996.98","","","","2189.6","","","","","","10.11","","","","","","","","","","","","","","","",""
"NO TIENE","C","IMP TIERRAS RURALES","VALOR EFECTIVO","132.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","C","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","1852620.71","1443882.96","1279979.18","1332498.08","6231444.34","4280214.55","2816305.76","2592040.78","2567926.66","2066781.49","1662713.23","4514935.6","2713895.88","1210857.55","1849032.72","2353443.12","3295727.41","1914144.68","1687670.13","1478261.2","1382217.32","3682479.1","1675149.85","1397421.19","7742652.3","1491323.81","1298502.77","4794288.26","2637449.46","1845127.03","1511278.59","1688583.76","1894290.61","1628306.81","1171809.04","1505345.22","4690567.86","991047.02","2719858.77","3421035.06","3678994.91","3015067.16","3112381.78","1557828.61","1505831.19","1649411.95","1554671.63","2122222.23","1520125.22","1230788.44","1775755.58","2380500.26","3781828.76","2631305.48","1794404.97","4634931.7","1401705.82","1911704.28","1202449.13","2274550.01","1241607.52","1020583.44","1386808.78","2271857.88","2699033.4","2720987.61","2215585.54","3923336.13","2550808.17","2796078.61","804687.42","835592.55","523263.59"
"NO TIENE","C","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR EFECTIVO","204521.96","256589.15","229880.73","158926.92","321431.94","162669.87","195897.71","121965.39","13240.39","18708.01","71347.88","32954.06","85526.6","13195.13","42974.38","72510.93","84428.98","28355.34","14066.64","163758.63","111982.89","62170.71","27582.25","14674.49","358345.33","12318.54","167817.77","363325.65","294574.38","74956.66","5812.13","15373.35","352636.2","35952.42","52045.53","258815.83","552176.64","297532.34","13103.65","1456130.7","221424.08","208678.35","329408.23","196617.89","106848.57","369324.4","182930.83","353833.79","614162.8","300040.61","588995.11","133472.34","295568.19","17100.61","416403.28","614594.62","133459.34","340560.99","264775.21","223289.7","239638.01","381764.6","59006.15","88910.98","364946.51","25174.51","20897.23","88030.33","338561.42","79368.27","4986.81","107574.34","31317.37"
"NO TIENE","C","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","1723263.26","689161.93","1133731.94","1100413.52","1911878.7","1712766.43","1324112.83","2182580.15","2185727.55","3551265.46","1905129.55","1533913.13","2336601.34","1168007.01","1523141.71","919820.1","929904.61","1019676.29","820721.98","1462108.96","763832.02","1513663.39","942866.72","955706.03","1605349.55","855534.11","1082183.98","911110.54","1118108.64","852596.72","1031010.28","1145534.16","1346650.69","1434066.48","1380626.96","2050869.02","1758699.4","993947.45","3254086.13","1894986.36","1683346.51","2654545.14","2021174.01","1356089.32","1472134.39","2040321.69","1509829.49","1342445.49","2998984.77","1650663.28","1515616.1","1911293.75","2219091.06","1643936.97","1756446.92","2794455.99","1427083.73","1408438.73","1518363.35","1126073.45","1725317.94","1721943.02","2476789.53","2198312.99","1695900.88","2197505.26","1469699.9","1801608.29","2082871.45","2403353.98","1802567.68","3050237.19","1466516.15"
"NO TIENE","C","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","7340.83","8413.3","656.31","5866.34","1715.1","1056.84","812.12","1536.86","644.69","445.46","3025.53","35.42","382.87","491.64","749.06","449.07","557.78","277.83","3841.06","1057.57","13168.03","3882.11","2939.5","2570.59","4427.39","1925.97","4839.28","4634.56","4063.12","11915.24","1409.64","19052.77","7169.96","5545.13","3444.28","19284.21","4337.03","10023.8","19440.78","3543.47","9701.99","4046.74","3791.57","3652.28","3692.29","3684.29","4111.38","3926.42","4289.26","3973.95","3951.31","4287.06","2867.78","8963.31","11361.72","832.96","9562.52","465.14","133.1","","145.78","5428.64","130.0","31898.24","14460.2","62.0","4.38","15778.26","36.96","82.62","214.94","31316.18","74.36"
"NO TIENE","C","INTERESES TRIBUTARIOS","VALOR EFECTIVO","125589.41","307457.07","129522.94","437395.91","640187.08","420346.74","449276.1","278705.96","299002.29","219192.4","181346.77","253758.32","201930.37","180677.6","179768.37","420920.37","346255.28","149850.78","297257.56","310087.58","217588.46","247857.75","131947.87","107092.91","102562.58","98458.24","266149.79","176647.09","402336.85","171383.21","116807.83","100425.52","128799.47","1201428.4","265896.23","281813.51","307422.86","267769.84","68703.66","142572.31","435587.81","295832.02","216967.83","201734.61","316011.33","156646.62","71392.09","119748.92","214147.19","188210.49","156833.89","173073.51","1744951.1","1268080.25","491070.82","181220.89","128098.34","156184.23","111826.45","114657.27","96931.4","231313.71","134641.15","240789.99","195907.11","888559.15","170301.08","126163.72","636698.9","88684.02","93980.15","226901.1","49521.95"
"NO TIENE","C","MULTAS TRIBUTARIAS","VALOR EFECTIVO","18581.61","131386.27","17423.96","13253.85","26405.54","42617.5","54050.74","21206.64","23673.29","75209.27","49185.83","17675.95","38171.76","49951.81","46119.37","71020.19","114672.96","66416.67","58767.51","81411.92","64114.27","55901.13","51056.04","30159.79","55735.73","30524.89","51962.07","59208.96","81777.18","80625.89","49039.38","74239.38","41655.29","50804.94","43292.5","54954.64","60636.09","40277.33","53677.43","53114.18","55792.99","62293.5","64932.84","47512.17","81776.49","67610.18","51368.24","37965.65","10784.96","7756.07","11002.77","24642.97","19783.58","31681.25","103734.18","17398.6","19496.84","21244.79","42782.43","21698.69","30502.32","29104.6","34402.41","46893.73","33026.72","68363.53","28047.53","26748.72","23253.32","32744.83","26777.52","63246.23","24729.55"
"NO TIENE","C","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","5557.92","4010.41","6250.16","1233.0","1673.87","815.81","5601.62","192022.4","63765.97","21389.1","4037.58","4749.68","9291.83","4019.74","30847.72","6960.22","30484.36","12638.65","2314.87","5220.11","15432.79","9372.46","6953.16","7706.09","11532.63","6993.26","443564.24","52104.83","10810.78","12856.57","8578.01","7119.35","9285.74","37282.41","25095.71","8548.85","8809.66","9499.1","9448.77","9451.26","10827.53","5356.21","34213.81","29517.95","6332.26","4325.3","4636.71","6166.69","8263.52","6014.55","12536.99","7567.81","7610.23","9136.21","28884.62","14692.09","10449.09","12011.84","11721.12","24489.56","13663.89","13687.29","13349.49","13079.52","12084.75","92185.93","15997.96","16778.36","31253.71","12021.3","30182.26","15676.69","18209.44"
"NO TIENE","C","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR EFECTIVO","224696.63","144830.22","100133.35","42085.7","71820.4","139484.13","130896.8","120763.64","128411.95","130844.09","117819.98","123211.12","187316.95","149590.23","171046.34","128237.78","123469.0","138224.83","133171.51","137504.13","122634.36","110279.21","115735.93","126259.68","72358.89","49945.32","45645.36","37732.32","24626.13","19284.22","21002.37","23853.06","21339.49","16587.03","13956.57","15322.13","12336.77","7492.7","14889.55","10164.59","12040.96","8827.21","9425.97","6408.03","5307.7","5000.03","5700.18","3849.12","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","C","SALIDA DE DIVISAS","VALOR EFECTIVO","5197.99","24090.11","5301.95","5340.77","5269.31","145357.09","19273.44","40957.26","26805.6","27057.29","28146.72","27469.42","43376.48","28209.04","5916.19","57099.4","30215.42","34501.96","91739.95","6813.41","17630.15","4232.97","4982.83","17835.26","22506.57","19408.02","11664.59","35092.18","17869.9","17269.45","27194.01","17682.97","18884.8","19051.56","4589.39","9641.15","5730.25","10884.12","11096.09","9729.16","12124.46","15376.4","15161.36","13429.71","10884.57","9913.96","40122.96","2046.92","8545.3","2149.23","6623.87","9916.45","2378.8","2141.76","4265.54","","","","18220.81","","","3668.96","","","","3140215.16","12956.97","161416.28","665.9","206.44","336.29","25.98","346.27"
"NO TIENE","D","CONTRIBUCIONES","VALOR EFECTIVO","","","","","4383.94","4515.75","4748.96","","","","","","","","","1358.46","4457.5","4580.08","4611.07","","","","","","","","","","1187.9","1240.06","","","2466.22","1291.29","","","","","","","20507.2","21634.07","21790.38","21954.46","22119.78","22339.82","","","","","","6582.26","","","","","","","","","","","","6226.85","","","","","","","","",""
"NO TIENE","D","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1313.1","22891.47","337.46"
"NO TIENE","D","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","2079.03","915.89","543.46","22198.2","13480.36","11504.03","11783.56","14739.44","17847.87","47322.62","10697.82","5156.9","18244.43","201342.79","19599.64","18732.4","11580.89","17282.13","11984.8","502586.64","485808.2","663549.13","6741.69","3850.24","6815.41","6130.85","8376.69","876905.68","71976.03","48363.9","28834.06","33266.8","10462.18","4764.39","4016.36","6563.4","13834.38","2357.22","4790.57","50893.37","204790.69","298427.49","286429.15","301969.83","10779.65","9809.14","3427.53","15173.09","7345.38","1835.63","2980.78","806675.73","60199.1","32483.59","89444.83","16805.58","28538.66","13001.5","16459.08","18454.11","24622.09","12762.0","14290.06","102644.46","29768.17","19404.24","18600.73","5323.05","6164.27","443728.26","1019.96","490.75","247.65"
"NO TIENE","D","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR EFECTIVO","","","","","","","","","","11.74","","","","","","","","","","","113.36","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","D","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","30020.41","1074.24","353.97","2085.73","4442.1","2633.82","3497.63","6211.48","6402.09","10495.12","4466.86","2696.19","6952.26","14708.91","17947.63","6235.9","5635.35","9673.1","13355.48","1182763.97","72328.16","2560873.23","6736.62","6259.45","2796.32","9474.9","6285.83","1079.05","5987.3","3817.65","10388.55","7465.59","1541.35","8083.6","16444.8","9024.0","51456.85","31995.11","9030.77","7134.33","6943.27","1903.21","91996.6","6289.65","6420.82","4904.89","2309.12","10678.67","130700.85","4749.6","5094.95","3623.93","1720.18","5111.56","8779.28","6715.45","2945.32","3868.18","10227.13","28317.88","48582.6","5800.91","5831.87","24069.72","7862.19","3177.27","14289.25","15182.81","24927.71","23043.59","4812.17","16852.97","74676.62"
"NO TIENE","D","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","","","","","","","","","","0.0","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","D","INTERESES TRIBUTARIOS","VALOR EFECTIVO","260.77","41.56","132.18","10334.66","1655.71","604.13","2082.95","1483.1","2166.95","2029.31","910.63","891.62","1251.28","1817.76","1312.17","877.14","560.56","837.76","1231.87","1042.89","332.66","412.0","425.7","296.49","302.73","313.07","614.59","5603.65","1960.51","783.28","546.47","470.32","530.55","294.29","237.42","414.16","622.24","296.95","184.94","482.46","18068.05","7648.14","6031.83","3226.28","602.95","466.69","130.68","408.04","1392.27","94.76","165.01","7222.07","2577.08","3265.54","2082.3","1204.62","911.07","812.0","814.59","922.61","1238.88","392.46","751.9","2882.68","491.49","1454.31","482.68","384.69","325.3","3205.37","178.86","302.37","1019.26"
"NO TIENE","D","MULTAS TRIBUTARIAS","VALOR EFECTIVO","884.99","18.41","","69.64","175.95","1926.92","76.06","315.58","2.52","142.76","71.25","","52.13","236.45","27.09","626.7","162.61","282.99","1345.08","68.92","49.97","35.02","291.06","10.05","485.54","90.6","163.28","59.71","921.84","135.87","34.61","588.7","213.85","367.36","122.28","2197.29","160.91","544.91","273.94","134.23","180.98","551.11","485.3","236.44","4252.71","5167.32","157.82","522.7","78.49","26.67","232.42","959.18","1564.31","39.38","143.22","162.7","245.58","224.52","101.54","994.79","213.5","353.88","108.6","88.51","175.97","235.18","2527.17","330.28","1091.05","669.98","597.13","661.75","67.3"
"NO TIENE","D","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","","360.0","","","","","","","","","","","","","","240.0","","120.0","","","","","","166.5","41.62","","","","","","","","","41.62","","","","","","","","","666.0","","","","","120.0","263.25","41.62","","","60.0","","124.87","","","291.35","161.62","120.0","1920.0","240.0","401.62","60.0","120.0","4110.0","","","430.27","294.97","114.77","235.2","114.84"
"NO TIENE","D","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR EFECTIVO","","","","","","","16.35","","","","","87.3","","8.62","","","","","","","","21.34","","","98.14","","","","","","","","","","","","","","9.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","D","SALIDA DE DIVISAS","VALOR EFECTIVO","","","469.38","198.23","182.15","183.48","184.82","185.72","187.13","188.55","190.04","191.47","192.91","194.59","319.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","E","CONTRIBUCIONES","VALOR EFECTIVO","","","","1832.72","14203.97","14631.06","15390.35","","","","","","","","78145.32","","13922.63","14305.5","21983.36","","","","","","","","","","22561.11","23551.91","23703.49","29209.68","37533.76","30752.12","6654.15","6731.47","","","","","6546.23","6905.94","","6851.77","7061.4","7075.18","","","","","","22535.33","981.27","","","","","","","","","","","10206.56","","","","","","","","",""
"NO TIENE","E","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1203.77","3447.1",""
"NO TIENE","E","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","10223.31","55292.36","8949.28","11807.69","158520.86","56637.82","433568.14","97869.23","40249.03","387415.81","98428.92","50377.45","381469.85","24860.79","30898.03","3397961.98","93724.96","68966.47","467188.36","1260118.97","48275.43","32544.24","38312.79","87762.57","30968.35","72802.67","31794.14","103495.75","137703.39","38372.29","50865.25","183214.18","28676.89","30896.74","27687.51","32694.34","15245.98","14197.97","42328.49","124256.68","31854.71","27511.76","30393.1","18002.57","15738.49","18810.72","20557.31","22276.58","14404.47","37801.24","17257.94","26668.16","108480.75","172435.42","115505.7","48487.06","43007.48","46007.95","138057.81","30919.41","38209.84","106994.27","23902.43","80970.56","112068.65","91438.43","42584.28","42828.1","33193.94","52858.42","19613.17","39821.48","25075.48"
"NO TIENE","E","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","29013.74","56384.96","3509.68","2188.22","92018.79","3415.69","12599.16","10490.88","2271.72","18382.24","64900.34","8661.33","7573.41","2368.13","17183.31","63144.22","61991.05","57058.2","149223.18","33544.19","19975.74","16171.33","30872.41","78935.93","44253.03","43265.83","9180.71","1405.84","37865.34","22814.93","16627.99","26216.37","5834.74","18804.47","9897.52","13314.48","21487.56","29303.97","9105.6","24656.5","28263.87","16343.04","62458.79","6082.39","19760.86","23996.29","5083.54","50772.31","34717.69","62512.59","14725.6","19288.88","50999.1","115327.97","187400.45","12402.84","13712.71","26463.11","5442.03","44493.56","32639.32","138268.14","46129.07","81301.19","16701.18","47557.33","92603.27","19760.27","31711.22","30693.3","43005.67","81292.86","31323.63"
"NO TIENE","E","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","0.02","","0.1","0.02","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","E","INTERESES TRIBUTARIOS","VALOR EFECTIVO","1030.0","2000.29","561.29","617.03","7537.84","3945.34","70362.12","6835.38","4488.19","62474.42","4325.49","3265.22","52559.46","2364.13","2601.55","43347.9","5084.67","5432.58","40731.14","10610.93","2571.96","2246.31","1956.69","3519.81","1558.09","2095.76","1296.96","1442.96","3642.44","2767.08","2276.37","3703.9","4618.97","5175.31","913.49","4729.45","782.03","945.25","771.8","1692.49","3153.44","2317.48","3069.45","1673.44","1439.75","1328.13","2164.12","1453.54","1447.79","1537.81","485.64","2517.5","11424.66","8889.84","8240.66","4059.74","3780.7","3136.13","1343.29","1735.92","1922.37","4911.94","3326.49","2739.49","4899.64","5267.26","2965.75","3308.52","2310.71","2335.04","1161.76","2751.58","1306.44"
