"TIPO CONTRIBUYENTE","SECCIÓN","GRUPO","MeasuresLevel","2020/01 Enero","2020/02 Febrero","2020/03 Marzo","2020/04 Abril","2020/05 Mayo","2020/06 Junio","2020/07 Julio","2020/08 Agosto","2020/09 Septiembre","2020/10 Octubre","2020/11 Noviembre","2020/12 Diciembre","2021/01 Enero","2021/02 Febrero","2021/03 Marzo","2021/04 Abril","2021/05 Mayo","2021/06 Junio","2021/07 Julio","2021/08 Agosto","2021/09 Septiembre","2021/10 Octubre","2021/11 Noviembre","2021/12 Diciembre","2022/01 Enero","2022/02 Febrero","2022/03 Marzo","2022/04 Abril","2022/05 Mayo","2022/06 Junio","2022/07 Julio","2022/08 Agosto","2022/09 Septiembre","2022/10 Octubre","2022/11 Noviembre","2022/12 Diciembre","2023/01 Enero","2023/02 Febrero","2023/03 Marzo","2023/04 Abril","2023/05 Mayo","2023/06 Junio","2023/07 Julio","2023/08 Agosto","2023/09 Septiembre","2023/10 Octubre","2023/11 Noviembre","2023/12 Diciembre","2024/01 Enero","2024/02 Febrero","2024/03 Marzo","2024/04 Abril","2024/05 Mayo","2024/06 Junio","2024/07 Julio","2024/08 Agosto","2024/09 Septiembre","2024/10 Octubre","2024/11 Noviembre","2024/12 Diciembre","2025/01 Enero","2025/02 Febrero","2025/03 Marzo","2025/04 Abril","2025/05 Mayo","2025/06 Junio","2025/07 Julio","2025/08 Agosto","2025/09 Septiembre","2025/10 Octubre","2025/11 Noviembre","2025/12 Diciembre","2026/01 Enero"
"NO TIENE","D","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","2079.03","915.89","543.46","22198.2","13480.36","11504.03","11783.56","14739.44","17847.87","47322.62","10697.82","5156.9","18244.43","201342.79","19599.64","18732.4","11580.89","17282.13","11984.8","502586.64","485808.2","663549.13","6741.69","3850.24","6815.41","6130.85","8376.69","876905.68","71976.03","48363.9","28834.06","33266.8","10462.18","4764.39","4016.36","6563.4","13834.38","2357.22","4790.57","50893.37","204790.69","298427.49","286429.15","301969.83","10779.65","9809.14","3427.53","15173.09","7345.38","1835.63","2980.78","806675.73","60199.1","32483.59","89444.83","16805.58","28538.66","13001.5","16459.08","18454.11","24622.09","12762.0","14290.06","102644.46","29768.17","19404.24","18600.73","5323.05","6164.27","443728.26","1019.96","490.75","247.65"
"NO TIENE","D","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR RECAUDADO","","","","","","","","","","11.74","","","","","","","","","","","113.36","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","D","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","30020.41","1074.24","353.97","2085.73","4442.1","2633.82","3497.63","6211.48","6402.09","10495.12","4466.86","2696.19","6952.26","14708.91","17947.63","6235.9","5635.35","9673.1","13355.48","1182763.97","72328.16","2560873.23","6736.62","6259.45","2796.32","9474.9","6285.83","1079.05","5987.3","3817.65","10388.55","7465.59","1541.35","8083.6","16444.8","9024.0","51456.85","31995.11","9030.77","7134.33","6943.27","1903.21","91996.6","6289.65","6420.82","4904.89","2309.12","10678.67","130700.85","4749.6","5094.95","3623.93","1720.18","5111.56","8779.28","6715.45","2945.32","3868.18","10227.13","28317.88","48582.6","5800.91","5831.87","24069.72","7862.19","3177.27","14289.25","15182.81","24927.71","23043.59","4812.17","16852.97","74676.62"
"NO TIENE","D","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","","","","","","","","","","0.0","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","D","INTERESES TRIBUTARIOS","VALOR RECAUDADO","260.77","41.56","132.18","10334.66","1655.71","604.13","2082.95","1483.1","2166.95","2029.31","910.63","891.62","1251.28","1817.76","1312.17","877.14","560.56","837.76","1231.87","1042.89","332.66","412.0","425.7","296.49","302.73","313.07","614.59","5603.65","1960.51","783.28","546.47","470.32","530.55","294.29","237.42","414.16","622.24","296.95","184.94","482.46","18068.05","7648.14","6031.83","3226.28","602.95","466.69","130.68","408.04","1392.27","94.76","165.01","7222.07","2577.08","3265.54","2082.3","1204.62","911.07","812.0","814.59","922.61","1238.88","392.46","751.9","2882.68","491.49","1454.31","482.68","384.69","325.3","3205.37","178.86","302.37","1019.26"
"NO TIENE","D","MULTAS TRIBUTARIAS","VALOR RECAUDADO","884.99","18.41","","69.64","175.95","1926.92","76.06","315.58","2.52","142.76","71.25","","52.13","236.45","27.09","626.7","162.61","282.99","1345.08","68.92","49.97","35.02","291.06","10.05","485.54","90.6","163.28","59.71","921.84","135.87","34.61","588.7","213.85","367.36","122.28","2197.29","160.91","544.91","273.94","134.23","180.98","551.11","485.3","236.44","4252.71","5167.32","157.82","522.7","78.49","26.67","232.42","959.18","1564.31","39.38","143.22","162.7","245.58","224.52","101.54","994.79","213.5","353.88","108.6","88.51","175.97","235.18","2527.17","330.28","1091.05","669.98","597.13","661.75","67.3"
"NO TIENE","D","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","","360.0","","","","","","","","","","","","","","240.0","","120.0","","","","","","166.5","41.62","","","","","","","","","41.62","","","","","","","","","666.0","","","","","120.0","263.25","41.62","","","60.0","","124.87","","","291.35","161.62","120.0","1920.0","240.0","401.62","60.0","120.0","4110.0","","","430.27","294.97","114.77","235.2","114.84"
"NO TIENE","D","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","","","","","","","16.35","","","","","87.3","","8.62","","","","","","","","21.34","","","98.14","","","","","","","","","","","","","","9.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","D","SALIDA DE DIVISAS","VALOR RECAUDADO","","","469.38","198.23","182.15","183.48","184.82","185.72","187.13","188.55","190.04","191.47","192.91","194.59","319.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","E","CONTRIBUCIONES","VALOR RECAUDADO","","","","1832.72","14203.97","14631.06","15390.35","","","","","","","","78145.32","","13922.63","14305.5","21983.36","","","","","","","","","","22561.11","23551.91","23703.49","29209.68","37533.76","30752.12","6654.15","6731.47","","","","","6546.23","6905.94","","6851.77","7061.4","7075.18","","","","","","22535.33","981.27","","","","","","","","","","","10206.56","","","","","","","","",""
"NO TIENE","E","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1203.77","3447.1",""
"NO TIENE","E","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","10223.31","55292.36","8949.28","11807.69","158520.86","56637.82","433568.14","97869.23","40249.03","387415.81","98428.92","50377.45","381469.85","24860.79","30898.03","3397961.98","93724.96","68966.47","467188.36","1260118.97","48275.43","32544.24","38312.79","87762.57","30968.35","72802.67","31794.14","103495.75","137703.39","38372.29","50865.25","183214.18","28676.89","30896.74","27687.51","32694.34","15245.98","14197.97","42328.49","124256.68","31854.71","27511.76","30393.1","18002.57","15738.49","18810.72","20557.31","22276.58","14404.47","37801.24","17257.94","26668.16","108480.75","172435.42","115505.7","48487.06","43007.48","46007.95","138057.81","30919.41","38209.84","106994.27","23902.43","80970.56","112068.65","91438.43","42584.28","42828.1","33193.94","52858.42","19613.17","39821.48","25075.48"
"NO TIENE","E","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","29013.74","56384.96","3509.68","2188.22","92018.79","3415.69","12599.16","10490.88","2271.72","18382.24","64900.34","8661.33","7573.41","2368.13","17183.31","63144.22","61991.05","57058.2","149223.18","33544.19","19975.74","16171.33","30872.41","78935.93","44253.03","43265.83","9180.71","1405.84","37865.34","22814.93","16627.99","26216.37","5834.74","18804.47","9897.52","13314.48","21487.56","29303.97","9105.6","24656.5","28263.87","16343.04","62458.79","6082.39","19760.86","23996.29","5083.54","50772.31","34717.69","62512.59","14725.6","19288.88","50999.1","115327.97","187400.45","12402.84","13712.71","26463.11","5442.03","44493.56","32639.32","138268.14","46129.07","81301.19","16701.18","47557.33","92603.27","19760.27","31711.22","30693.3","43005.67","81292.86","31323.63"
"NO TIENE","E","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","0.02","","0.1","0.02","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","E","INTERESES TRIBUTARIOS","VALOR RECAUDADO","1030.0","2000.29","561.29","617.03","7537.84","3945.34","70362.12","6835.38","4488.19","62474.42","4325.49","3265.22","52559.46","2364.13","2601.55","43347.9","5084.67","5432.58","40731.14","10610.93","2571.96","2246.31","1956.69","3519.81","1558.09","2095.76","1296.96","1442.96","3642.44","2767.08","2276.37","3703.9","4618.97","5175.31","913.49","4729.45","782.03","945.25","771.8","1692.49","3153.44","2317.48","3069.45","1673.44","1439.75","1328.13","2164.12","1453.54","1447.79","1537.81","485.64","2517.5","11424.66","8889.84","8240.66","4059.74","3780.7","3136.13","1343.29","1735.92","1922.37","4911.94","3326.49","2739.49","4899.64","5267.26","2965.75","3308.52","2310.71","2335.04","1161.76","2751.58","1306.44"
"NO TIENE","E","MULTAS TRIBUTARIAS","VALOR RECAUDADO","386.61","0.18","51.63","754.78","190.21","95.79","2757.25","139.9","84.79","382.14","2122.2","3279.58","2547.01","41.46","729.53","230.83","245.81","1272.12","1097.0","161.01","1431.22","1172.0","1146.16","878.4","326.44","786.19","1970.1","1698.64","1483.18","1068.1","3141.92","3041.94","3885.15","1191.82","17.67","269.25","397.45","554.12","515.76","2678.82","976.9","934.19","742.21","217.55","659.81","488.41","1356.92","777.54","1103.87","63.56","620.82","264.51","1003.61","383.54","479.01","3785.87","407.57","438.47","1131.69","523.42","932.04","827.93","1156.47","7961.37","1349.46","1008.81","291.06","141.65","892.2","941.76","512.7","25810.2","798.35"
"NO TIENE","E","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","780.0","120.0","","","","","120.0","120.0","","420.0","","","","","","","","","720.0","","60.0","","","","","","","60.0","4749.28","","","","120.0","1363.01","37.57","79.19","37.57","37.57","37.57","97.57","37.57","37.57","157.57","","97.57","657.57","207.87","","397.57","240.0","60.0","240.0","","360.0","420.0","120.0","240.0","300.0","60.0","120.0","120.0","470.0","1272.8","642.66","1074.35","2532.73","2003.07","608.76","731.7","294.73","192.73","2352.73","1152.7"
"NO TIENE","E","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","535.06","507.69","162.46","139.0","452.89","519.58","578.07","497.31","297.08","128.25","379.37","657.03","721.36","211.04","314.3","161.47","477.98","728.45","681.46","413.61","360.32","235.39","458.27","127.6","128.42","190.57","144.38","22.5","","285.48","94.56","57.14","18.73","78.16","46.97","","","","59.48","55.55","","4.99","","73.29","109.36","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","E","SALIDA DE DIVISAS","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1152.93","613.99","616.05","579.75","1598.94","","1208.76","624.02","","1223.2","605.99","","1247.7","214.99","639.29","631.36","644.83","843.98","4.37","","","","","19.13","83.23","","","","","",""
"NO TIENE","F","CONTRIBUCIONES","VALOR RECAUDADO","977.39","423.74","306.23","10303.32","151542.22","117299.01","128982.54","6255.26","7497.44","10211.76","28350.64","12781.18","10364.92","3174.79","7542.8","52604.85","396124.46","400238.92","414844.15","19564.62","5207.0","11626.38","2516.68","468.75","3219.23","","55.06","68202.94","723686.53","631575.81","498704.09","576710.61","508530.57","444922.31","33520.72","23507.73","10631.55","480.12","3009.89","5443.25","368301.52","221497.56","339588.95","369513.06","399474.66","366679.37","14161.82","","","","","151435.88","22375.36","6454.92","3515.96","","340.03","260.63","","5528.99","2.02","1645.98","","253665.95","2490.93","15557.33","7824.88","7451.18","14934.29","3750.79","4447.41","",""
"NO TIENE","F","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44963.1","78175.3","26204.04"
"NO TIENE","F","IMP MINERAS","VALOR RECAUDADO","","","1.35","","11464.0","","","","2427.48","1650.61","1691.82","1675.52","","1735.3","1583.76","4332.68","4800.0","","","","273.43","3082.29","4224.92","4251.58","4278.4","","","11475.0","","","","","","2038.45","","","","","","747.0","","","","","374.46","","","","","","14140.65","432.4","","","","","","","","","","","451.2","","","17.97","0.84","1422.17","","435.59","","28.2",""
"NO TIENE","F","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","901295.39","833073.07","809132.67","1172658.88","5477816.18","2864331.89","2414311.48","2357568.13","2369393.54","2628632.73","950216.26","367866.52","740590.16","491760.34","536348.51","697766.33","872117.4","891258.9","666047.48","466509.47","549644.55","655738.68","543294.62","446511.37","502449.32","500577.1","556778.11","3631325.25","1050835.48","614331.56","536744.45","448954.67","571110.27","597050.34","678285.7","535112.29","491665.4","369192.03","531002.13","2178831.78","1188609.58","654237.97","723862.7","735659.79","804633.35","1091959.87","703986.39","504583.31","1002749.14","789599.02","499132.03","894997.43","1330458.6","1970256.56","1040330.58","653137.55","573596.75","723919.48","572769.56","733564.13","701093.32","592329.38","659097.79","1310494.94","1994128.86","1587552.99","1212564.07","1444924.16","1148998.53","1192653.14","908071.54","611806.74","675444.08"
"NO TIENE","F","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","","","566.2","556.42","582.42","586.69","590.98","594.09","598.6","1223.93","607.87","160.29","161.49","445.45","","1822.49","1172.27","7099.52","202.06","","2735.42","4822.19","561.7","2572.87","213.84","","","646.49","","506.6","264.06","","695.83","1775.16","170.65","255.62","413.54","188.16","1.15","173.69","240.7","1.08","1151.12","2910.52","55.12","91.5","63.05","","105.46","236.64","","","","","","577.32","","","","659.43","","","1055.39","643.57","","","0.2","","","623.48","","","117.3"
"NO TIENE","F","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","387618.98","437105.3","372591.44","281558.34","217846.52","295550.48","319520.21","251736.62","396944.46","436983.6","349009.89","208106.15","617044.84","352996.32","283067.38","481524.21","401899.69","419163.58","343289.69","315834.48","351371.41","705935.75","382721.81","381161.49","520018.98","507171.23","374580.13","196195.93","395017.44","340172.66","253602.11","285339.93","322593.76","495054.8","596217.91","696230.04","571541.65","564733.61","399988.42","389433.89","359825.31","630378.42","383430.83","660584.21","257417.49","506814.93","648651.64","598817.83","1630622.51","1017757.26","320850.65","348416.06","630847.96","575537.38","887981.1","621270.16","504512.21","752007.74","974855.26","678435.09","1625027.95","1087466.4","1862424.36","712726.39","1016815.88","1037823.51","324558.88","477916.51","1543237.5","1653389.66","376399.77","862695.04","1331213.57"
"NO TIENE","F","INTERESES TRIBUTARIOS","VALOR RECAUDADO","53367.69","36150.7","320273.74","122558.94","255997.68","154106.41","139734.72","113395.99","103503.83","338223.14","231702.2","76908.62","81442.0","42269.12","85160.16","55461.59","346325.73","89519.61","81074.76","56246.75","93531.84","107539.92","182398.79","146583.3","34485.4","32652.23","33152.51","48868.91","212385.46","68646.46","50100.35","32631.47","89728.46","99752.25","171657.9","70594.91","42457.42","220399.28","306940.32","115696.52","225633.3","87281.53","103670.34","89790.9","58471.72","101705.35","58280.28","36980.75","65257.45","50966.85","20799.74","50184.39","86341.36","1644256.32","566954.57","70941.22","65501.72","79058.65","80376.42","63762.82","96152.76","78110.58","236089.87","110993.01","168563.45","132277.31","134944.28","287427.02","85096.35","67444.32","114167.36","57168.03","47999.72"
"NO TIENE","F","MULTAS TRIBUTARIAS","VALOR RECAUDADO","6335.24","14219.31","12784.61","4846.6","11365.84","13449.65","36887.97","96148.71","14301.16","26279.94","90630.12","4561.68","9107.96","14664.15","34677.75","36658.85","29490.56","39028.19","46129.35","20640.31","22994.06","19315.84","23020.18","23014.36","22164.28","15781.2","18179.57","20851.88","24299.65","28776.17","34159.39","34413.67","38115.87","18829.15","43505.79","16946.25","33252.56","13751.57","30845.68","21873.21","58821.59","16645.09","28934.29","41683.67","15282.68","27053.32","29702.61","9417.99","8934.9","4707.42","9118.98","24071.22","16233.0","9387.73","18860.71","13377.68","23982.45","13335.16","10251.42","7166.52","15329.69","15046.07","22324.72","18884.28","20122.43","20554.35","15034.51","13486.48","17578.53","14746.68","17093.38","28666.54","23323.55"
